,Country,Fatal,Injury_type,Activity_type
656,USA,N,Lower limbs,Sole cases or undescribed activities
657,SPAIN,N,Upper limbs,Swimming
658,AUSTRALIA,N,no harm,Surfing
659,TAIWAN,N,Lower limbs,Fishing
661,USA,N,no harm,In kayak or canoe
662,USA,N,Lower limbs,Swimming
663,USA,N,Minor,Swimming
664,USA,N,Lower limbs,Swimming
665,USA,N,Lower limbs,Swimming
666,SOUTH AFRICA,N,Lower limbs,Surfing
667,USA,N,Lower limbs,Surfing
668,USA,N,Upper limbs,Surfing
669,USA,N,Upper limbs,Shark fishing
670,AUSTRALIA,N,no harm,Surfing
671,USA,N,Upper limbs,Diving
672,USA,N,Lower limbs,Swimming
673,BRAZIL,Y,Fatal,Sole cases or undescribed activities
674,PALESTINIAN TERRITORIES,N,Minor,Fishing
675,ECUADOR,N,Lower limbs,Surfing
677,REUNION,Y,Fatal,Surfing
678,USA,N,Lower limbs,Surfing
679,AUSTRALIA,N,Lower limbs,Fishing
680,MEXICO,N,Lower limbs,Swimming
681,AUSTRALIA,N,Lower limbs,Fishing
682,USA,N,Lower limbs,Surfing
683,SOUTH AFRICA,N,Upper limbs,Diving
684,USA,N,Minor,Surfing
685,GUAM,Y,Fatal,Sole cases or undescribed activities
686,FRENCH POLYNESIA,N,Severe,Sole cases or undescribed activities
687,USA,N,Upper limbs,Swimming
689,USA,N,Lower limbs,Surfing
691,SEYCHELLES,N,Lower limbs,Diving
692,BELIZE,N,Minor,Diving
693,BAHAMAS,N,Lower limbs,Fishing
694,SOUTH AFRICA,N,Minor,Fishing
695,SOUTH AFRICA,N,no harm,Surfing
696,JAMAICA,Y,Fatal,Swimming
697,AUSTRALIA,N,Upper limbs,Swimming
698,PHILIPPINES,N,Minor,Swimming
699,SOUTH AFRICA,N,Upper limbs,Swimming
700,NEW ZEALAND,Y,Fatal,Swimming
701,USA,N,Lower limbs,Surfing
702,USA,N,no harm,Surfing
703,USA,N,Upper limbs,Surfing
704,FRENCH POLYNESIA,N,Lower limbs,Diving
705,JAMAICA,N,Lower limbs,Sole cases or undescribed activities
706,AUSTRALIA,N,no harm,Fishing
707,AUSTRALIA,N,Severe,Surfing
708,AUSTRALIA,N,no harm,Shark fishing
709,USA,N,Upper limbs,Surfing
710,NEW ZEALAND,N,Minor,Swimming
711,AUSTRALIA,N,Lower limbs,Swimming
712,USA,N,Lower limbs,Swimming
713,AUSTRALIA,N,no harm,Surfing
714,AUSTRALIA,N,Lower limbs,In kayak or canoe
715,SOUTH AFRICA,Y,Fatal,Swimming
716,AUSTRALIA,N,no harm,Surfing
717,USA,N,Lower limbs,Surfing
718,AUSTRALIA,N,Minor,Swimming
719,NEW ZEALAND,N,no harm,Diving
720,USA,N,Lower limbs,Diving
721,AUSTRALIA,N,Lower limbs,Sole cases or undescribed activities
722,MEXICO,Y,Fatal,Swimming
723,USA,N,Minor,Surfing
724,USA,N,Lower limbs,Diving
725,USA,N,no harm,Surfing
726,USA,N,Severe,Surfing
727,USA,N,Lower limbs,Swimming
728,USA,Y,Fatal,Surfing
729,USA,N,Lower limbs,Sole cases or undescribed activities
730,USA,N,Minor,Surfing
731,USA,N,no harm,In kayak or canoe
732,USA,N,Minor,Sole cases or undescribed activities
733,NIGERIA,N,Lower limbs,Swimming
735,AUSTRALIA,N,no harm,Sole cases or undescribed activities
736,USA,N,Upper limbs,Surfing
737,USA,N,Lower limbs,Surfing
738,USA,N,Lower limbs,Surfing
739,TONGA,N,Lower limbs,Swimming
740,USA,N,Minor,Surfing
741,USA,N,Lower limbs,Surfing
742,USA,N,Lower limbs,Swimming
743,USA,N,Lower limbs,Surfing
744,USA,N,Lower limbs,Surfing
745,USA,N,Upper limbs,Surfing
746,USA,N,Lower limbs,Surfing
747,USA,N,Minor,Swimming
748,USA,N,Lower limbs,Surfing
749,SCOTLAND,N,no harm,Shark fishing
750,AUSTRALIA,N,Severe,Surfing
751,BRAZIL,Y,Fatal,Swimming
752,USA,N,Lower limbs,Swimming
753,AUSTRALIA,N,no harm,Fishing
754,USA,N,Minor,Diving
755,REUNION,N,Severe,Surfing
756,FRENCH POLYNESIA,N,Upper limbs,Swimming
757,USA,N,no harm,Surfing
758,AUSTRALIA,N,Severe,Surfing
759,USA,N,Lower limbs,Surfing
760,USA,N,Lower limbs,Surfing
762,REUNION,Y,Fatal,Surfing
764,CANADA,N,Minor,Surfing
765,AUSTRALIA,Y,Fatal,Surfing
766,USA,N,Lower limbs,Swimming
767,BAHAMAS,N,Lower limbs,Swimming
769,USA,N,no harm,In kayak or canoe
770,SOUTH AFRICA,N,Lower limbs,Surfing
771,CROATIA,N,Lower limbs,Swimming
772,USA,N,Lower limbs,Swimming
773,USA,N,Lower limbs,Surfing
774,USA,N,Lower limbs,Sole cases or undescribed activities
776,USA,N,Minor,Swimming
777,AUSTRALIA,N,Severe,Surfing
778,USA,N,Severe,Sole cases or undescribed activities
779,USA,N,Lower limbs,Sole cases or undescribed activities
780,USA,N,Lower limbs,Fishing
781,USA,N,Lower limbs,Swimming
782,USA,N,Minor,Swimming
783,USA,N,Lower limbs,Swimming
784,USA,N,Lower limbs,Swimming
785,AUSTRALIA,N,Lower limbs,Surfing
787,AUSTRALIA,N,no harm,Surfing
788,USA,N,Lower limbs,Surfing
789,USA,N,Severe,Surfing
790,USA,N,Lower limbs,Sole cases or undescribed activities
791,MEXICO,N,Severe,Swimming
792,USA,N,Lower limbs,Surfing
793,USA,N,no harm,In kayak or canoe
794,FIJI,N,Severe,Swimming
795,USA,N,no harm,In kayak or canoe
796,USA,N,Lower limbs,Swimming
797,USA,N,no harm,In kayak or canoe
798,USA,N,Upper limbs,Surfing
799,SOUTH AFRICA,Y,Fatal,Surfing
800,AUSTRALIA,N,Minor,In kayak or canoe
801,USA,N,Lower limbs,Surfing
802,USA,N,Lower limbs,Sole cases or undescribed activities
803,AUSTRALIA,Y,Fatal,Diving
804,USA,N,Minor,Surfing
805,AUSTRALIA,N,no harm,Fishing
806,AUSTRALIA,N,Lower limbs,Surfing
807,USA,N,Upper limbs,Surfing
808,USA,N,Lower limbs,Surfing
809,USA,N,Lower limbs,Surfing
810,NEW ZEALAND,N,Lower limbs,Surfing
811,AUSTRALIA,N,Severe,Diving
812,REUNION,N,no harm,Surfing
813,USA,N,Lower limbs,Surfing
814,SAUDI ARABIA,N,Severe,Surfing
815,CHILE,N,Severe,Fishing
816,USA,N,Lower limbs,Surfing
817,AUSTRALIA,N,Lower limbs,Fishing
818,SOUTH AFRICA,N,no harm,Fishing
819,AUSTRALIA,N,no harm,Surfing
820,USA,N,no harm,Diving
821,AUSTRALIA,N,Upper limbs,Diving
822,BAHAMAS,N,no harm,Diving
823,TAIWAN,N,Lower limbs,Fishing
824,AUSTRALIA,N,Lower limbs,Surfing
825,SOUTH AFRICA,Y,Fatal,Swimming
826,USA,N,no harm,Surfing
827,AUSTRALIA,N,Severe,Surfing
828,AUSTRALIA,N,no harm,Swimming
829,USA,N,Severe,Sole cases or undescribed activities
830,ANTIGUA,N,Upper limbs,Swimming
831,ECUADOR,N,Lower limbs,Surfing
832,USA,N,Lower limbs,Surfing
833,USA,N,no harm,In kayak or canoe
834,SOUTH AFRICA,N,no harm,In kayak or canoe
835,AUSTRALIA,N,Lower limbs,Surfing
836,SOUTH AFRICA,N,no harm,Surfing
837,AUSTRALIA,N,Minor,Surfing
838,USA,N,Minor,Surfing
840,AUSTRALIA,N,Upper limbs,Surfing
841,INDONESIA,N,Upper limbs,Surfing
842,AUSTRALIA,N,Lower limbs,Swimming
843,USA,N,no harm,In kayak or canoe
844,PAPUA NEW GUINEA,N,no harm,Diving
845,BRAZIL,N,Lower limbs,Surfing
846,REUNION,N,Lower limbs,Swimming
847,USA,N,Severe,Surfing
848,SCOTLAND,N,no harm,Surfing
849,SOUTH AFRICA,N,Upper limbs,Diving
850,AUSTRALIA,Y,Fatal,Diving
851,USA,N,no harm,Surfing
852,AUSTRALIA,N,Lower limbs,Diving
853,USA,N,Lower limbs,Surfing
854,USA,N,no harm,Surfing
855,AUSTRALIA,Y,Fatal,Swimming
856,REUNION,N,no harm,In kayak or canoe
857,USA,N,Minor,Fishing
858,USA,N,Minor,Sole cases or undescribed activities
859,USA,N,Lower limbs,Surfing
860,DOMINICAN REPUBLIC,N,Severe,Fishing
861,SOUTH AFRICA,N,Severe,Swimming
862,USA,N,Lower limbs,Swimming
863,USA,N,Lower limbs,Playing
864,USA,N,no harm,In kayak or canoe
865,REUNION,Y,Fatal,Surfing
866,KENYA,Y,Fatal,Swimming
867,USA,N,Upper limbs,Surfing
868,USA,N,no harm,Surfing
869,PAPUA NEW GUINEA,N,Lower limbs,Surfing
870,USA,N,no harm,Surfing
871,AUSTRALIA,Y,Fatal,Surfing
872,USA,N,Lower limbs,Surfing
873,USA,N,Lower limbs,Surfing
874,AUSTRALIA,N,Fatal,Swimming
875,USA,N,Lower limbs,Fishing
876,RUSSIA,N,Upper limbs,Sole cases or undescribed activities
877,USA,N,Lower limbs,Surfing
878,USA,N,Minor,Sole cases or undescribed activities
879,SOUTH AFRICA,Y,Fatal,Surfing
880,RUSSIA,N,Severe,Swimming
881,USA,N,Lower limbs,Sole cases or undescribed activities
882,USA,N,Upper limbs,Sole cases or undescribed activities
883,RUSSIA,N,Severe,Swimming
884,FRENCH POLYNESIA,N,no harm,Surfing
885,USA,N,Lower limbs,Swimming
886,SEYCHELLES,Y,Fatal,Swimming
887,USA,N,Lower limbs,Surfing
888,USA,N,Lower limbs,Swimming
889,SEYCHELLES,Y,Fatal,Diving
891,PHILIPPINES,N,Bitten,Sole cases or undescribed activities
892,USA,N,no harm,Fishing
893,SOUTH AFRICA,N,Lower limbs,Surfing
894,USA,N,Lower limbs,Surfing
895,REUNION,N,no harm,In kayak or canoe
896,USA,N,Lower limbs,Surfing
897,BAHAMAS,N,Upper limbs,Diving
898,USA,N,Lower limbs,Swimming
899,USA,N,Lower limbs,Fishing
900,REUNION,N,Minor,Surfing
901,COLUMBIA,N,Upper limbs,In kayak or canoe
902,TURKS & CAICOS,N,Upper limbs,Diving
903,BRAZIL,N,Lower limbs,Surfing
904,SOUTH AFRICA,N,Severe,Diving
905,USA,N,Lower limbs,Surfing
906,USA,N,Severe,Surfing
907,USA,N,Lower limbs,Skiing
908,TURKS & CAICOS,N,Lower limbs,Swimming
909,COSTA RICA,Y,Fatal,Surfing
910,REUNION,Y,Fatal,Surfing
911,UNITED KINGDOM,N,no harm,Fishing
912,USA,N,Lower limbs,Diving
913,COLUMBIA,N,Upper limbs,Swimming
914,USA,N,Minor,Swimming
915,USA,N,Lower limbs,Sole cases or undescribed activities
916,MALAYSIA,N,Lower limbs,Diving
917,USA,N,Lower limbs,Surfing
918,SOUTH AFRICA,N,no harm,Surfing
919,USA,N,no harm,Surfing
920,USA,N,no harm,In kayak or canoe
921,SOUTH AFRICA,Y,Fatal,Swimming
922,USA,N,Lower limbs,Surfing
923,NEW CALEDONIA,Y,Fatal,Sole cases or undescribed activities
924,USA,N,Minor,Surfing
925,USA,N,Upper limbs,Fishing
927,SOUTH AFRICA,N,Lower limbs,Swimming
928,USA,N,Lower limbs,Swimming
929,AUSTRALIA,N,Minor,Fishing
930,USA,N,Minor,Surfing
931,NEW ZEALAND,N,Upper limbs,Surfing
932,INDONESIA,N,Upper limbs,Surfing
933,FIJI,N,Minor,Diving
934,USA,N,Minor,Shark fishing
935,MEXICO,N,Lower limbs,Swimming
936,AUSTRALIA,N,Severe,Surfing
937,MEXICO,N,Lower limbs,Swimming
938,FIJI,N,Severe,Diving
939,AUSTRALIA,N,Severe,Sole cases or undescribed activities
941,AUSTRALIA,N,no harm,Surfing
942,AUSTRALIA,N,Upper limbs,Fishing
943,NEW CALEDONIA,N,Upper limbs,Swimming
944,REUNION,N,Severe,Surfing
945,AUSTRALIA,Y,Fatal,Diving
946,AUSTRALIA,N,Lower limbs,Fishing
947,AUSTRALIA,N,Upper limbs,Diving
948,MEXICO,N,Lower limbs,Shark fishing
949,SOUTH AFRICA,N,Lower limbs,Surfing
950,MEXICO,N,Severe,Swimming
951,MEXICO,N,Bitten,Shark fishing
952,BAHAMAS,N,Upper limbs,Diving
953,AUSTRALIA,N,Lower limbs,Swimming
954,SOUTH AFRICA,Y,Fatal,Surfing
955,MEXICO,N,Lower limbs,Sole cases or undescribed activities
956,AUSTRALIA,N,no harm,Fishing
957,USA,N,Lower limbs,Surfing
958,FIJI,N,Lower limbs,Surfing
959,USA,N,Lower limbs,Surfing
960,EGYPT,Y,Fatal,Diving
961,INDONESIA,N,Upper limbs,Surfing
962,EGYPT,N,Severe,Diving
963,EGYPT,N,Lower limbs,Diving
964,EGYPT,N,Severe,Diving
965,EGYPT,N,Lower limbs,Diving
966,SAMOA,N,Severe,Fishing
968,USA,N,Severe,Diving
969,DOMINICAN REPUBLIC,Y,Fatal,Diving
970,INDONESIA,N,Upper limbs,Surfing
971,AUSTRALIA,N,no harm,Fishing
972,AUSTRALIA,N,Severe,Diving
973,AUSTRALIA,N,Severe,Swimming
974,USA,N,no harm,Surfing
976,USA,N,no harm,Diving
977,AUSTRALIA,N,Lower limbs,Surfing
978,USA,Y,Fatal,Surfing
979,EGYPT,N,Lower limbs,Diving
980,AUSTRALIA,N,Lower limbs,Surfing
981,BAHAMAS,N,Lower limbs,Diving
982,BAHAMAS,N,Lower limbs,Surfing
983,SOUTH AFRICA,N,Lower limbs,Surfing
984,USA,N,no harm,Surfing
985,USA,N,Lower limbs,Surfing
986,SOUTH AFRICA,Y,Fatal,Swimming
987,AUSTRALIA,N,Lower limbs,Surfing
988,USA,N,Upper limbs,Swimming
989,TONGA,N,Lower limbs,Swimming
990,USA,N,no harm,Surfing
991,USA,N,Upper limbs,Surfing
992,USA,N,Lower limbs,Surfing
993,SOLOMON ISLANDS,N,Severe,Sole cases or undescribed activities
995,USA,N,Minor,Surfing
996,AUSTRALIA,Y,Fatal,Surfing
997,USA,N,no harm,In kayak or canoe
998,AUSTRALIA,N,Lower limbs,Fishing
999,SOUTH KOREA,N,Lower limbs,Swimming
1000,AUSTRALIA,N,Lower limbs,Surfing
1001,USA,N,Lower limbs,Surfing
1002,MALTA,N,no harm,Surfing
1003,USA,N,Minor,Swimming
1004,USA,N,no harm,In kayak or canoe
1005,USA,N,Upper limbs,Sole cases or undescribed activities
1006,USA,N,Lower limbs,Sole cases or undescribed activities
1007,USA,N,Lower limbs,Surfing
1008,USA,N,Minor,Swimming
1009,USA,N,Upper limbs,Swimming
1010,USA,N,Minor,Surfing
1011,SPAIN,N,Lower limbs,Swimming
1012,USA,N,Lower limbs,Fishing
1013,USA,N,Upper limbs,Fishing
1014,SOUTH AFRICA,N,Lower limbs,Diving
1015,USA,N,Lacerations,Fishing
1016,USA,N,Lower limbs,Surfing
1017,USA,N,no harm,In kayak or canoe
1018,USA,N,Lower limbs,Surfing
1019,USA,N,Lower limbs,Surfing
1020,USA,N,Lower limbs,Swimming
1021,VIETNAM,N,Lower limbs,Swimming
1022,USA,N,Lower limbs,Surfing
1023,AUSTRALIA,N,Severe,Surfing
1024,USA,N,Lower limbs,Surfing
1025,USA,N,Lower limbs,Fishing
1026,VIETNAM,N,Minor,Sole cases or undescribed activities
1027,VIETNAM,N,Severe,Swimming
1028,AUSTRALIA,N,Lower limbs,Surfing
1029,MADAGASCAR,N,Severe,Diving
1030,USA,N,Minor,Sole cases or undescribed activities
1031,USA,N,Upper limbs,Shark fishing
1032,USA,N,no harm,Surfing
1033,SOUTH AFRICA,N,Lower limbs,Surfing
1034,EGYPT,N,Lower limbs,Swimming
1035,REUNION,N,no harm,Surfing
1037,SOUTH AFRICA,N,Lower limbs,Surfing
1038,FIJI,Y,Fatal,Diving
1039,AUSTRALIA,N,Lower limbs,Diving
1040,AUSTRALIA,N,Minor,Surfing
1041,NEW ZEALAND,N,no harm,Swimming
1042,AUSTRALIA,N,no harm,Surfing
1043,USA,N,Lower limbs,Surfing
1045,USA,Y,Fatal,Sole cases or undescribed activities
1047,BRAZIL,N,Lower limbs,Surfing
1048,AUSTRALIA,N,no harm,Surfing
1049,UNITED ARAB EMIRATES (UAE),N,Lower limbs,Surfing
1050,AUSTRALIA,N,Upper limbs,Surfing
1051,SOUTH AFRICA,Y,Fatal,Sole cases or undescribed activities
1052,AUSTRALIA,N,Minor,Diving
1053,VIETNAM,N,Minor,Sole cases or undescribed activities
1054,VIETNAM,N,Upper limbs,Sole cases or undescribed activities
1055,VIETNAM,N,Upper limbs,Swimming
1056,USA,N,Upper limbs,Swimming
1057,SOUTH AFRICA,N,no harm,Surfing
1058,SOUTH AFRICA,N,Lower limbs,Sole cases or undescribed activities
1059,AUSTRALIA,N,Lower limbs,Swimming
1060,MOZAMBIQUE,N,Severe,Swimming
1061,AUSTRALIA,N,no harm,In kayak or canoe
1062,AUSTRALIA,N,Upper limbs,Swimming
1063,SOUTH AFRICA,Y,Fatal,In kayak or canoe
1064,SOUTH AFRICA,N,Minor,Surfing
1065,NEW ZEALAND,Y,Fatal,Swimming
1066,AUSTRALIA,N,Minor,Surfing
1067,AUSTRALIA,N,no harm,In kayak or canoe
1068,USA,N,Lower limbs,Diving
1069,USA,N,Lower limbs,Surfing
1070,USA,N,Lower limbs,Sole cases or undescribed activities
1071,USA,N,Minor,Fishing
1072,USA,N,Lower limbs,Surfing
1073,USA,N,Lower limbs,Surfing
1074,USA,N,Lower limbs,Surfing
1075,AUSTRALIA,N,Lower limbs,In kayak or canoe
1076,USA,N,no harm,Surfing
1077,AUSTRALIA,N,no harm,In kayak or canoe
1078,MOZAMBIQUE,N,Lower limbs,Swimming
1079,AUSTRALIA,N,no harm,In kayak or canoe
1080,USA,N,Minor,Surfing
1081,USA,N,Lower limbs,Surfing
1082,PANAMA,N,Severe,Sole cases or undescribed activities
1083,SCOTLAND,N,Upper limbs,Diving
1084,AUSTRALIA,N,Severe,Diving
1085,USA,N,Lower limbs,Surfing
1086,UNITED KINGDOM,N,Upper limbs,Fishing
1087,USA,N,Lower limbs,Swimming
1088,VIETNAM,N,Lower limbs,Sole cases or undescribed activities
1089,SOMALIA,N,Upper limbs,Fishing
1091,USA,Y,Fatal,Swimming
1092,BRAZIL,Y,Fatal,Swimming
1094,SOLOMON ISLANDS,N,Severe,Fishing
1095,USA,N,no harm,Surfing
1096,SOUTH AFRICA,Y,Fatal,Surfing
1097,USA,N,Lower limbs,Swimming
1098,SOUTH AFRICA,N,no harm,Surfing
1099,USA,N,Lower limbs,Swimming
1100,USA,N,no harm,Surfing
1101,USA,N,Lower limbs,Fishing
1102,BAHAMAS,N,Lower limbs,Swimming
1103,AUSTRALIA,N,Upper limbs,Surfing
1104,VIETNAM,N,Lower limbs,Swimming
1105,KENYA,Y,Fatal,Sole cases or undescribed activities
1106,USA,N,Lower limbs,Sole cases or undescribed activities
1107,SPAIN,N,Lower limbs,Swimming
1108,USA,N,Lower limbs,Swimming
1109,USA,N,Lower limbs,Swimming
1110,VIETNAM,N,Severe,Swimming
1111,BAHAMAS,N,Severe,Swimming
1112,USA,N,no harm,Surfing
1113,SOUTH AFRICA,N,Lower limbs,Surfing
1114,USA,N,Lower limbs,Surfing
1115,USA,N,Severe,Swimming
1116,AUSTRALIA,N,Upper limbs,Surfing
1117,USA,N,Lower limbs,Surfing
1118,USA,N,Upper limbs,Sole cases or undescribed activities
1119,VIETNAM,N,Upper limbs,Shark fishing
1120,EGYPT,N,Upper limbs,Diving
1121,EGYPT,N,Upper limbs,Diving
1122,EGYPT,Y,Fatal,Diving
1123,TAIWAN,N,Lower limbs,Fishing
1124,USA,N,Lower limbs,Swimming
1125,USA,N,Lower limbs,Surfing
1126,USA,N,Lower limbs,Surfing
1127,USA,N,Upper limbs,Surfing
1128,GUAM,N,Upper limbs,Swimming
1129,BAHAMAS,N,Upper limbs,Swimming
1130,USA,N,Lower limbs,Sole cases or undescribed activities
1131,USA,N,no harm,Surfing
1132,USA,N,Lower limbs,Surfing
1133,PHILIPPINES,N,Lower limbs,Swimming
1134,USA,N,Lower limbs,Surfing
1135,USA,N,Upper limbs,Surfing
1137,AUSTRALIA,N,no harm,Surfing
1139,USA,N,Severe,Swimming
1140,USA,N,Lower limbs,Sole cases or undescribed activities
1141,SOUTH AFRICA,N,Lower limbs,Fishing
1142,SOUTH AFRICA,Y,Fatal,Surfing
1143,AUSTRALIA,N,Lower limbs,Surfing
1144,AUSTRALIA,N,no harm,Surfing
1145,AUSTRALIA,N,no harm,Surfing
1146,USA,N,Minor,Surfing
1147,MALAYSIA,N,Minor,Fishing
1148,USA,N,Minor,Swimming
1149,AUSTRALIA,N,Lower limbs,Sole cases or undescribed activities
1150,NEW CALEDONIA,Y,Fatal,Surfing
1151,SOUTH AFRICA,N,Minor,Fishing
1152,NEW ZEALAND,N,no harm,Fishing
1153,AUSTRALIA,N,Lower limbs,Surfing
1154,AUSTRALIA,N,Minor,Fishing
1155,AUSTRALIA,N,no harm,Surfing
1156,AUSTRALIA,N,Severe,Surfing
1157,AUSTRALIA,N,Severe,Surfing
1159,AUSTRALIA,N,no harm,Surfing
1160,AUSTRALIA,N,no harm,Surfing
1161,AZORES,N,Upper limbs,Fishing
1163,CUBA,N,Severe,Swimming
1164,NEW ZEALAND,N,no harm,Fishing
1165,AUSTRALIA,N,Severe,Swimming
1166,SOUTH AFRICA,Y,Fatal,Swimming
1168,AUSTRALIA,N,no harm,Fishing
1169,NEW ZEALAND,N,no harm,Surfing
1170,SOUTH AFRICA,Y,Fatal,Sole cases or undescribed activities
1171,AUSTRALIA,N,Lower limbs,Diving
1172,AUSTRALIA,N,Severe,Surfing
1173,AUSTRALIA,N,Severe,Surfing
1174,NEW ZEALAND,N,no harm,Fishing
1175,ECUADOR,N,Lower limbs,Surfing
1176,NEW ZEALAND,N,Lower limbs,Swimming
1177,CUBA,N,Lower limbs,Swimming
1178,AUSTRALIA,N,No harm,Sole cases or undescribed activities
1179,AUSTRALIA,N,no harm,Sole cases or undescribed activities
1180,AUSTRALIA,N,no harm,Surfing
1181,AUSTRALIA,N,no harm,In kayak or canoe
1182,AUSTRALIA,Y,Fatal,Diving
1183,USA,N,no harm,In kayak or canoe
1184,NEW ZEALAND,N,Lower limbs,Fishing
1185,SOUTH AFRICA,N,Severe,Fishing
1187,MOZAMBIQUE,Y,Fatal,Swimming
1188,EGYPT,N,Minor,Diving
1189,PHILIPPINES,N,Bitten,Sole cases or undescribed activities
1190,ECUADOR,N,Lower limbs,Sole cases or undescribed activities
1191,AUSTRALIA,N,No harm,Fishing
1192,TAIWAN,Y,Fatal,Boating
1193,PHILIPPINES,Y,Fatal,Fishing
1194,AUSTRALIA,N,Severe,Diving
1195,NEW CALEDONIA,N,Lower limbs,Swimming
1196,AUSTRALIA,N,Severe,Fishing
1197,AUSTRALIA,N,no harm,Surfing
1198,USA,N,Lacerations,Fishing
1199,CROATIA,N,Lower limbs,Swimming
1200,USA,N,Minor,Surfing
1201,USA,N,Lower limbs,Surfing
1202,AUSTRALIA,N,Upper limbs,Swimming
1203,USA,N,Lower limbs,Swimming
1204,USA,N,Lower limbs,Surfing
1205,USA,N,no harm,Surfing
1206,AUSTRALIA,N,Severe,Surfing
1207,USA,N,Minor,Surfing
1208,USA,N,Minor,Surfing
1209,USA,N,Lower limbs,Surfing
1210,USA,N,Upper limbs,Surfing
1211,AUSTRALIA,N,no harm,Surfing
1213,ENGLAND,N,Upper limbs,Fishing
1214,USA,N,Lower limbs,Surfing
1215,USA,N,Lower limbs,Surfing
1216,USA,N,Minor,Surfing
1217,USA,N,Lower limbs,Surfing
1218,USA,N,Upper limbs,Swimming
1219,USA,N,Minor,Sole cases or undescribed activities
1220,USA,N,Severe,Swimming
1221,USA,N,Lower limbs,Sole cases or undescribed activities
1222,USA,N,no harm,Diving
1223,AUSTRALIA,N,Severe,Surfing
1224,SOUTH AFRICA,N,Minor,Sole cases or undescribed activities
1225,PANAMA,N,Lower limbs,Surfing
1226,MEXICO,N,Minor,Swimming
1227,USA,N,Minor,Swimming
1228,USA,N,Lower limbs,Surfing
1229,USA,N,Upper limbs,Diving
1230,USA,N,Minor,Sole cases or undescribed activities
1231,USA,N,Lower limbs,Sole cases or undescribed activities
1232,USA,N,Lower limbs,Surfing
1233,USA,N,Lower limbs,Sole cases or undescribed activities
1234,EGYPT,N,Severe,Diving
1235,USA,N,Abrasions,Surfing
1236,USA,N,Lacerations,Surfing
1237,USA,N,Lower limbs,Swimming
1238,USA,N,Lower limbs,Sole cases or undescribed activities
1239,UNITED KINGDOM,N,No harm,In kayak or canoe
1241,BAHAMAS,N,Lower limbs,Swimming
1242,SOUTH AFRICA,N,no harm,Surfing
1243,SOUTH AFRICA,N,no harm,Swimming
1244,USA,N,Minor,Surfing
1245,USA,N,Upper limbs,Swimming
1246,BRAZIL,N,no harm,Surfing
1247,USA,N,no harm,In kayak or canoe
1248,USA,N,Lower limbs,Sole cases or undescribed activities
1249,BRAZIL,N,Lower limbs,Surfing
1250,USA,N,Upper limbs,Surfing
1251,SCOTLAND,N,no harm,Fishing
1252,USA,N,Lower limbs,Surfing
1253,BRAZIL,N,Severe,Swimming
1254,USA,N,Upper limbs,Surfing
1256,MEXICO,N,Upper limbs,Surfing
1257,MEXICO,Y,Fatal,Surfing
1258,FIJI,Y,Fatal,Diving
1259,AUSTRALIA,N,Severe,Swimming
1260,NEW CALEDONIA,N,Lower limbs,Fishing
1261,USA,N,Lower limbs,Sole cases or undescribed activities
1262,SOUTH AFRICA,N,Lower limbs,Fishing
1263,MEXICO,Y,Fatal,Surfing
1264,USA,N,Severe,Surfing
1265,USA,N,Lower limbs,Surfing
1266,NEW CALEDONIA,N,Lower limbs,Swimming
1267,USA,N,Lower limbs,Surfing
1268,USA,Y,Fatal,Swimming
1269,USA,N,Lower limbs,Surfing
1271,SOUTH AFRICA,N,Minor,Diving
1273,AUSTRALIA,N,Lower limbs,Surfing
1274,USA,N,Lower limbs,Surfing
1275,FIJI,N,Upper limbs,Swimming
1276,USA,N,Lower limbs,Sole cases or undescribed activities
1277,USA,N,Lower limbs,Surfing
1278,AUSTRALIA,Y,Fatal,Surfing
1279,USA,N,Lower limbs,Surfing
1280,SOUTH AFRICA,N,Lower limbs,Surfing
1281,USA,N,Lower limbs,Surfing
1282,USA,N,Lower limbs,Surfing
1283,USA,N,Lower limbs,Surfing
1284,USA,N,Lower limbs,Sole cases or undescribed activities
1285,USA,N,Minor,Skiing
1286,USA,N,no harm,Surfing
1287,BAHAMAS,Y,Fatal,Diving
1288,FRENCH POLYNESIA,N,Severe,Swimming
1289,USA,N,Lower limbs,Surfing
1290,AUSTRALIA,N,Abrasions,Surfing
1291,USA,N,Lower limbs,Surfing
1292,JAPAN,N,no harm,Diving
1293,SOUTH AFRICA,N,no harm,Surfing
1294,AUSTRALIA,N,Lower limbs,Shark fishing
1296,NEW ZEALAND,N,no harm,Shark fishing
1297,USA,N,Lower limbs,Surfing
1298,USA,N,Minor,Fishing
1299,MEXICO,N,Lower limbs,Surfing
1300,ECUADOR,N,Lower limbs,Surfing
1302,AUSTRALIA,N,Severe,Surfing
1303,AUSTRALIA,N,Upper limbs,Swimming
1304,AUSTRALIA,N,Upper limbs,Swimming
1305,USA,N,no harm,Surfing
1306,NEW ZEALAND,N,Severe,Surfing
1307,BRAZIL,N,Lower limbs,Fishing
1308,AUSTRALIA,N,Minor,Fishing
1309,AUSTRALIA,N,no harm,Surfing
1310,SOUTH AFRICA,N,Lower limbs,Surfing
1311,USA,N,Lower limbs,Surfing
1312,USA,N,Lower limbs,Surfing
1313,SOUTH AFRICA,N,Lower limbs,Surfing
1314,MEXICO,N,no harm,Diving
1315,USA,N,Lower limbs,Swimming
1316,AUSTRALIA,N,Upper limbs,Surfing
